text,cmp_code,party_id,date
"On the contrary – it can often feed their ideas, and for that reason the former MI6 head of counter-terrorism has said that getting Saudi Arabia and Iran around a negotiating table would be far more effective than bombing.",106,51110,201505
"Why are we not hearing far more from this Prime Minister about the political and diplomatic solutions to this situation, rather than reaching for the military solution, which could undermine them?’",105,51110,201505
We will restructure and update the UK’s security and defence establishments and services so that they contribute to the international good.,107,51110,201505
"We will: Pursue a policy of ‘defensive defence’, which threatens no one yet makes it clear that threats and attacks will be resisted.",104,51110,201505
"Take a leading role in preventing violent conflict, genocide and war crimes overseas through (i) helping to develop local capacities to avoid, manage and resolve conflicts;",106,51110,201505
and (ii) enhancing the UK’s well-respected role in genuine peacekeeping and the protection of non-combatant communities.,106,51110,201505
"Develop policies and programmes for ‘environmental defence’ and disaster mitigation and relief, drawing on the skills and activities of our current military forces",104,51110,201505
and increasing gender representation and training to equip the UK to contribute more effectively in these kinds of human security emergencies.,107,51110,201505
Diminish dependence on arms sales through a halt to government subsidies,105,51110,201505
"and introducing a strict licensing regime to prevent sales of weapons and military equipment to undemocratic regimes and those that violate human rights (including, at the present time, Israel and Saudi Arabia).",105,51110,201505
Look after veterans and their families.,104,51110,201505
"The Green Party will ensure that UK security and defence policies are consistent with international law, including international humanitarian law,",201,51110,201505
"and that the UK implements in good faith all relevant obligations in the following international treaties: the Nuclear Non-Proliferation Treaty, the Outer Space Treaty, the Biological Weapons Convention, the Chemical Weapons Convention, the Comprehensive Nuclear-Test-Ban Treaty, the Mine Ban Treaty, the Cluster Munitions Convention, the Arms Trade Treaty, the UN Programme of Action on Small Arms and Light Weapons, and the Geneva Protocols.",104,51110,201505
